"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"nms20_c",111,558,0.275985663082437,0.447410679099795,0,0.220982142857143,0,0,1,1,0.999586679434305,-1.00261363966534,0.0189404043556385
"nms21_c",112,558,0.440860215053763,0.496935649426612,0,0.426339285714286,0,0,1,1,0.237591324899596,-1.94703003419946,0.0210369635293673
"nms22_c",113,558,0.510752688172043,0.500332894335702,1,0.513392857142857,0,0,1,1,-0.0429051067522009,-2.00173686459628,0.0211807803743357
"nms23_c",114,558,0.46594982078853,0.499286828181257,0,0.457589285714286,0,0,1,1,0.136150827406112,-1.98501068975459,0.0211364968628473
"nms24_c",115,558,0.655913978494624,0.47549555340963,1,0.694196428571429,0,0,1,1,-0.654620476034098,-1.57428370004082,0.0201293318903496
"nms25_c",116,558,0.379928315412186,0.485804219737675,0,0.350446428571429,0,0,1,1,0.493435410759049,-1.75966538834082,0.0205657325346377
"nms26_c",117,558,0.370967741935484,0.483497278531261,0,0.339285714285714,0,0,1,1,0.532789007003016,-1.71920726134458,0.0204680719259056
"nms27_c",118,558,0.310035842293907,0.462922957716774,0,0.263392857142857,0,0,1,1,0.819245263111344,-1.33121325643957,0.019597091473778
"nms28_c",119,558,0.367383512544803,0.482524740862634,0,0.334821428571429,0,0,1,1,0.548692376944336,-1.70197718453716,0.0204269011234295
"nms29_c",120,558,0.517921146953405,0.500127072776147,1,0.522321428571429,0,0,1,1,-0.0715379397611589,-1.99845415296066,0.0211720672529347
"nms30_c",121,558,0.275985663082437,0.447410679099795,0,0.220982142857143,0,0,1,1,0.999586679434305,-1.00261363966534,0.0189404043556385
"num_nms",122,558,11.3172043010753,6.0102926138987,11,10.9285714285714,5.9304,0,30,30,0.575404918872164,0.0737521103419612,0.254435975091147
"dom1_n",123,558,1.23476702508961,0.656749954075528,1,1.29241071428571,0,0,2,2,-0.2873846728868,-0.760163900612261,0.0278024425249871
"dom2_n",124,558,1.79749103942652,1.2412107422762,2,1.74776785714286,1.4826,0,4,4,0.150853415445758,-0.964876468977776,0.0525446406343592
"dom3_n",125,558,2.21863799283154,2.06506643920686,2,2.02678571428571,2.9652,0,6,6,0.518549410557871,-1.05051144650161,0.0874212333477009
"dom4_n",126,558,0.385304659498208,0.738963680932748,0,0.200892857142857,0,0,3,3,1.96965026200778,3.17970835696313,0.0312828271089957
"dom5_n",127,558,1.41039426523297,1.19320315791286,1,1.38839285714286,1.4826,0,3,3,0.126674431516788,-1.51055610253492,0.050512317530654
"dom6_n",128,558,1.15412186379928,0.981649876806503,1,1.06919642857143,1.4826,0,3,3,0.439117158927496,-0.834059837176895,0.0415565530080491
"dom7_n",129,558,1.6326164874552,1.11758136830056,2,1.66517857142857,1.4826,0,3,3,-0.136837033701677,-1.3539484042173,0.0473109919024061
"dom8_n",130,558,0.75089605734767,0.824201427302327,1,0.689732142857143,1.4826,0,2,2,0.487775134616309,-1.36183115636,0.0348912286470446
"dom9_n",131,558,1.47132616487455,1.11706304028683,1,1.40401785714286,1.4826,0,4,4,0.426590608535907,-0.57437832697092,0.047289049327882
"domns",132,558,5.6505376344086,2.05614847922008,6,5.74107142857143,1.4826,0,9,9,-0.392194153900521,-0.430224335843213,0.0870437059973997
"tremor",133,558,2.6989247311828,2.54137021624399,2,2.39285714285714,2.9652,0,12,12,0.906070822599703,0.499794409489031,0.107584780072496
"bradykin",134,558,2.37813620071685,1.34205104535783,2,2.33258928571429,1.4826,0,6,6,0.32679592213023,-0.208922671285904,0.0568135510670609
"rigidity",135,558,2.28853046594982,1.34160505375281,2,2.27678571428571,1.4826,0,6,6,0.253667693956354,-0.295011587532078,0.0567946707369014
"axial",136,558,3.08781362007168,2.53970167907592,3,2.78571428571429,2.9652,0,12,12,1.03734904833448,0.8584039253497,0.107514145261746
"pigd",137,558,3.13799283154122,2.65096254730948,3,2.83035714285714,2.9652,0,12,12,1.00399948772936,0.867058442309429,0.112224193393684
