"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"nms_d5c",96,781,0.654289372599232,0.475904173991793,1,0.6928,0,0,1,1,-0.6475749842354,-1.58266818729258,0.0170291902295898
"nms_d6c",97,781,0.702944942381562,0.457253824243478,1,0.7536,0,0,1,1,-0.886532070181358,-1.21561245430764,0.0163618282456667
"nms_d7c",98,781,0.764404609475032,0.424642305197375,1,0.8304,0,0,1,1,-1.24371057715208,-0.453760082857649,0.015194896346638
"nms_d8c",99,781,0.430217669654289,0.495423754122591,0,0.4128,0,0,1,1,0.281346947097054,-1.92330159318688,0.0177276557220459
"nms_d9c",100,781,0.792573623559539,0.405723360053541,1,0.8656,0,0,1,1,-1.44038543605824,0.0748109092729767,0.0145179232638108
"nms1_c",101,781,0.400768245838668,0.490368175459217,0,0.376,0,0,1,1,0.404205255632094,-1.83896782737269,0.0175467528943671
"nms2_c",102,781,0.108834827144686,0.311631438484922,0,0.0112,0,0,1,1,2.50722021539826,4.29165319926866,0.011151049596745
"nms3_c",103,781,0.451984635083227,0.498008114205882,0,0.44,0,0,1,1,0.192582747984971,-1.96542351632655,0.0178201313965309
"nms4_c",104,781,0.615877080665813,0.486698880475476,1,0.6448,0,0,1,1,-0.475565961487544,-1.77610624374434,0.0174154551968444
"nms5_c",105,781,0.444302176696543,0.497206484329557,0,0.4304,0,0,1,1,0.223756161762473,-1.9524281718558,0.017791446824292
"nms6_c",106,781,0.311139564660691,0.463256430328088,0,0.264,0,0,1,1,0.814316237192839,-1.33859810363397,0.0165766183787953
"nms7_c",107,781,0.36235595390525,0.480988918584456,0,0.328,0,0,1,1,0.571604874903425,-1.67540815964977,0.0172111366962725
"nms8_c",108,781,0.435339308578745,0.496119086049507,0,0.4192,0,0,1,1,0.260332251101077,-1.93469941074087,0.0177525366546018
"nms9_c",109,781,0.449423815620999,0.497754239530464,0,0.4368,0,0,1,1,0.202957291485886,-1.96131470802257,0.0178110470464066
